,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,37,18,19,27,4,6,89,26,63,85
0,2,Liverpool,36,18,18,25,10,1,77,23,54,85
3,3,Arsenal,37,18,19,23,6,8,79,50,29,76
2,4,Spurs,37,19,18,23,3,11,70,40,30,72
4,5,Man Utd,37,19,18,19,9,9,71,49,22,68
6,6,Wolves,36,18,18,15,9,12,48,44,4,67
5,7,Chelsea,37,18,19,19,8,10,59,44,15,66
7,8,Watford,37,19,18,15,9,13,54,53,1,55
9,9,Leicester,37,19,18,16,5,16,50,49,1,54
8,10,West Ham,36,18,18,15,8,13,51,51,0,54
10,11,Everton,37,18,19,13,7,17,50,54,-4,47
12,12,Newcastle,36,18,18,11,9,16,39,49,-10,45
16,13,Burnley,37,19,18,12,7,18,42,62,-20,43
11,14,Bournemouth,37,18,19,12,5,20,46,69,-23,43
14,15,Brighton,37,19,18,11,9,17,43,51,-8,42
13,16,Crystal Palace,37,19,18,10,8,19,46,57,-11,40
15,17,Southampton,36,18,18,9,10,17,40,59,-19,40
17,18,Cardiff,37,18,19,10,7,20,38,68,-30,37
18,19,Fulham,36,18,18,6,5,25,34,79,-45,23
19,20,Huddersfield,37,18,19,3,8,26,22,71,-49,17
