,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,4,5,93,29,64,91
0,2,Liverpool,37,19,18,26,8,3,77,24,53,86
2,3,Spurs,37,19,18,25,2,10,73,39,34,77
3,4,Arsenal,37,18,19,22,8,7,85,48,37,75
4,5,Man Utd,37,19,18,20,10,7,66,44,22,72
6,6,Wolves,37,18,19,16,9,12,46,42,4,70
5,7,Chelsea,37,18,19,19,10,8,58,36,22,68
7,8,Watford,37,19,18,14,10,13,52,57,-5,53
8,9,West Ham,37,18,19,15,6,16,54,52,2,52
12,10,Newcastle,37,18,19,13,10,14,44,45,-1,52
9,11,Leicester,37,19,18,14,6,17,51,56,-5,49
10,12,Everton,37,18,19,13,8,16,52,54,-2,48
11,13,Bournemouth,37,18,19,12,8,17,49,68,-19,46
13,14,Crystal Palace,37,19,18,11,6,20,45,54,-9,41
14,15,Brighton,38,19,19,10,11,17,37,57,-20,41
16,16,Burnley,37,19,18,10,6,21,42,74,-32,36
15,17,Southampton,37,19,18,7,11,19,39,65,-26,35
17,18,Cardiff,37,18,19,9,7,21,38,71,-33,34
18,19,Fulham,37,19,18,5,9,23,39,79,-40,24
19,20,Huddersfield,37,18,19,3,7,27,22,68,-46,16
