,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,88,20,68,89
1,2,Man City,36,18,18,26,5,5,89,30,59,83
3,3,Arsenal,37,18,19,21,9,7,74,48,26,72
4,4,Man Utd,36,18,18,21,8,7,76,45,31,71
2,5,Spurs,36,18,18,21,4,11,66,44,22,67
5,6,Chelsea,36,18,18,19,7,10,54,44,10,64
7,7,Watford,36,18,18,17,8,11,54,49,5,59
9,8,Leicester,36,18,18,15,7,14,48,48,0,52
11,9,Bournemouth,36,18,18,14,7,15,49,58,-9,49
6,10,Wolves,36,18,18,12,10,14,43,49,-6,46
10,11,Everton,36,18,18,12,9,15,46,47,-1,45
12,12,Newcastle,36,18,18,12,9,15,41,45,-4,45
8,13,West Ham,36,18,18,12,7,17,43,59,-16,43
17,14,Cardiff,36,18,18,11,7,18,35,62,-27,40
13,15,Crystal Palace,36,18,18,10,9,17,42,47,-5,39
14,16,Brighton,37,19,18,10,9,18,41,55,-14,39
15,17,Southampton,36,18,18,9,9,18,40,64,-24,36
16,18,Burnley,36,18,18,9,6,21,39,68,-29,33
18,19,Fulham,36,18,18,4,7,25,33,77,-44,19
19,20,Huddersfield,36,18,18,3,7,26,21,63,-42,16
