,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,74,19,55,82
1,2,Man City,32,15,17,25,3,4,83,23,60,78
5,3,Chelsea,33,16,17,20,6,7,59,34,25,67
3,4,Arsenal,33,16,17,20,6,7,67,44,23,67
2,5,Spurs,33,17,16,21,1,11,61,36,25,64
4,6,Man Utd,32,17,15,18,7,7,63,45,18,63
6,7,Wolves,33,16,17,14,8,11,45,40,5,63
9,8,Leicester,33,17,16,13,6,14,46,45,1,46
7,9,Watford,33,17,16,12,9,12,43,47,-4,46
8,10,West Ham,33,16,17,13,6,14,42,49,-7,46
10,11,Everton,33,16,17,11,7,15,45,46,-1,41
13,12,Crystal Palace,33,17,16,11,6,16,43,47,-4,41
11,13,Bournemouth,33,16,17,11,6,16,44,61,-17,41
12,14,Newcastle,33,16,17,9,8,16,33,44,-11,38
15,15,Southampton,33,17,16,8,10,15,37,54,-17,37
14,16,Brighton,33,17,16,10,6,17,36,50,-14,36
16,17,Burnley,33,17,16,9,7,17,38,60,-22,34
17,18,Cardiff,33,16,17,9,4,20,31,64,-33,31
18,19,Fulham,33,17,16,4,7,22,30,71,-41,19
19,20,Huddersfield,33,16,17,3,6,24,21,62,-41,15
