,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,88,21,67,80
0,2,Liverpool,33,17,16,24,8,1,74,21,53,80
2,3,Spurs,32,17,15,21,2,9,60,34,26,65
3,4,Arsenal,32,15,17,18,7,7,64,41,23,61
4,5,Man Utd,32,17,15,17,8,7,59,42,17,59
5,6,Chelsea,32,16,16,17,6,9,50,36,14,57
6,7,Wolves,33,16,17,15,8,10,44,39,5,53
7,8,Watford,32,17,15,13,8,11,43,44,-1,47
9,9,Leicester,33,17,16,13,6,14,43,45,-2,45
10,10,Everton,32,16,16,12,7,13,45,42,3,43
8,11,West Ham,32,15,17,12,6,14,41,48,-7,42
14,12,Brighton,32,16,16,11,7,14,34,42,-8,40
11,13,Bournemouth,33,16,17,11,7,15,46,59,-13,40
12,14,Newcastle,33,16,17,10,9,14,32,40,-8,39
13,15,Crystal Palace,33,17,16,10,6,17,39,45,-6,36
15,16,Southampton,33,17,16,7,10,16,36,54,-18,31
16,17,Burnley,33,17,16,8,7,18,38,63,-25,31
17,18,Cardiff,33,16,17,9,4,20,29,66,-37,31
18,19,Fulham,32,16,16,4,5,23,29,71,-42,17
19,20,Huddersfield,33,16,17,3,5,25,20,61,-41,14
